HourOfDay	DayOfWeek	WeekOfYear	Month	SolarSurface	AvgGenArea	Consumed	UvIndex	GeneratedSolar
5	0	45	11	13.00	1.00	2337.00	0.00	12.61
6	0	45	11	15.00	1.00	2376.00	0.00	14.10
6	0	45	11	10.00	1.00	151.00	0.00	9.10
6	0	45	11	8.00	1.00	2239.00	0.00	8.08
6	0	45	11	8.00	1.00	483.00	0.00	7.60
6	0	45	11	12.00	1.00	64.00	0.00	10.80
6	0	45	11	14.00	1.00	2581.00	0.00	12.74
6	0	45	11	10.00	1.00	2753.00	0.00	9.90
6	0	45	11	18.00	1.00	3713.00	0.00	16.92
6	0	45	11	17.00	1.00	1728.00	0.00	16.49
6	0	45	11	13.00	1.00	3028.00	0.00	14.04
7	0	45	11	15.00	17.00	2658.00	1.00	267.75
7	0	45	11	10.00	17.00	2042.00	1.00	171.70
7	0	45	11	8.00	17.00	732.00	1.00	136.00
7	0	45	11	8.00	17.00	1061.00	1.00	146.88
7	0	45	11	12.00	17.00	2820.00	1.00	214.20
7	0	45	11	14.00	17.00	3385.00	1.00	226.10
7	0	45	11	10.00	17.00	2788.00	1.00	164.90
7	0	45	11	18.00	17.00	686.00	1.00	278.46
7	0	45	11	17.00	17.00	2031.00	1.00	280.33
7	0	45	11	13.00	17.00	1582.00	1.00	232.05
8	0	45	11	15.00	33.00	1743.00	2.00	495.00
8	0	45	11	10.00	33.00	3287.00	2.00	310.20
8	0	45	11	8.00	33.00	3385.00	2.00	253.44
8	0	45	11	8.00	33.00	1578.00	2.00	242.88
8	0	45	11	12.00	33.00	2289.00	2.00	396.00
8	0	45	11	14.00	33.00	3695.00	2.00	480.48
8	0	45	11	10.00	33.00	2400.00	2.00	303.60
8	0	45	11	18.00	33.00	2208.00	2.00	623.70
8	0	45	11	17.00	33.00	2263.00	2.00	504.90
8	0	45	11	13.00	33.00	1483.00	2.00	429.00
9	0	45	11	15.00	49.00	3994.00	3.00	757.05
9	0	45	11	10.00	49.00	1319.00	3.00	475.30
9	0	45	11	8.00	49.00	897.00	3.00	407.68
9	0	45	11	8.00	49.00	3188.00	3.00	372.40
9	0	45	11	12.00	49.00	134.00	3.00	599.76
9	0	45	11	14.00	49.00	3471.00	3.00	692.86
9	0	45	11	10.00	49.00	2112.00	3.00	499.80
9	0	45	11	18.00	49.00	1414.00	3.00	829.08
9	0	45	11	17.00	49.00	3072.00	3.00	816.34
9	0	45	11	13.00	49.00	2618.00	3.00	592.41
10	0	45	11	15.00	81.00	2050.00	5.00	1105.65
10	0	45	11	10.00	81.00	726.00	5.00	842.40
10	0	45	11	8.00	81.00	1469.00	5.00	706.32
10	0	45	11	8.00	81.00	3056.00	5.00	673.92
10	0	45	11	12.00	81.00	2084.00	5.00	1049.76
10	0	45	11	14.00	81.00	3169.00	5.00	1054.62
10	0	45	11	10.00	81.00	1718.00	5.00	882.90
10	0	45	11	18.00	81.00	2072.00	5.00	1516.32
10	0	45	11	17.00	81.00	3557.00	5.00	1253.07
10	0	45	11	13.00	81.00	384.00	5.00	958.23
11	0	45	11	15.00	129.00	1253.00	8.00	1954.35
11	0	45	11	10.00	129.00	1997.00	8.00	1354.50
11	0	45	11	8.00	129.00	3476.00	8.00	928.80
11	0	45	11	8.00	129.00	2293.00	8.00	980.40
11	0	45	11	12.00	129.00	1774.00	8.00	1501.56
11	0	45	11	14.00	129.00	950.00	8.00	1661.52
11	0	45	11	10.00	129.00	3527.00	8.00	1251.30
11	0	45	11	18.00	129.00	569.00	8.00	2205.90
11	0	45	11	17.00	129.00	749.00	8.00	2083.35
11	0	45	11	13.00	129.00	1434.00	8.00	1626.69
12	0	45	11	15.00	193.00	2073.00	12.00	2866.05
12	0	45	11	10.00	193.00	385.00	12.00	2065.10
12	0	45	11	8.00	193.00	3116.00	12.00	1652.08
12	0	45	11	8.00	193.00	817.00	12.00	1652.08
12	0	45	11	12.00	193.00	2894.00	12.00	2431.80
12	0	45	11	14.00	193.00	2229.00	12.00	2566.90
12	0	45	11	10.00	193.00	389.00	12.00	1987.90
12	0	45	11	18.00	193.00	3042.00	12.00	3161.34
12	0	45	11	17.00	193.00	942.00	12.00	3412.24
12	0	45	11	13.00	193.00	400.00	12.00	2333.37
13	0	45	11	15.00	129.00	696.00	8.00	1760.85
13	0	45	11	10.00	129.00	1834.00	8.00	1264.20
13	0	45	11	8.00	129.00	3719.00	8.00	1011.36
13	0	45	11	8.00	129.00	361.00	8.00	1011.36
13	0	45	11	12.00	129.00	2402.00	8.00	1424.16
13	0	45	11	14.00	129.00	3527.00	8.00	1715.70
13	0	45	11	10.00	129.00	2959.00	8.00	1290.00
13	0	45	11	18.00	129.00	192.00	8.00	2368.44
13	0	45	11	17.00	129.00	2733.00	8.00	2149.14
13	0	45	11	13.00	129.00	893.00	8.00	1710.54
14	0	45	11	15.00	81.00	356.00	5.00	1324.35
14	0	45	11	10.00	81.00	2545.00	5.00	850.50
14	0	45	11	8.00	81.00	2198.00	5.00	602.64
14	0	45	11	8.00	81.00	1114.00	5.00	654.48
14	0	45	11	12.00	81.00	2151.00	5.00	1020.60
14	0	45	11	14.00	81.00	128.00	5.00	1111.32
14	0	45	11	10.00	81.00	1052.00	5.00	729.00
14	0	45	11	18.00	81.00	1220.00	5.00	1385.10
14	0	45	11	17.00	81.00	1754.00	5.00	1266.84
14	0	45	11	13.00	81.00	3745.00	5.00	1084.59
15	0	45	11	15.00	49.00	3230.00	3.00	712.95
15	0	45	11	10.00	49.00	747.00	3.00	445.90
15	0	45	11	8.00	49.00	1615.00	3.00	388.08
15	0	45	11	8.00	49.00	3724.00	3.00	352.80
15	0	45	11	12.00	49.00	175.00	3.00	582.12
15	0	45	11	14.00	49.00	209.00	3.00	658.56
15	0	45	11	10.00	49.00	3828.00	3.00	499.80
15	0	45	11	18.00	49.00	3948.00	3.00	811.44
15	0	45	11	17.00	49.00	3076.00	3.00	808.01
15	0	45	11	13.00	49.00	3463.00	3.00	611.52
16	0	45	11	15.00	33.00	565.00	2.00	480.15
16	0	45	11	10.00	33.00	2379.00	2.00	313.50
16	0	45	11	8.00	33.00	888.00	2.00	245.52
16	0	45	11	8.00	33.00	1067.00	2.00	282.48
16	0	45	11	12.00	33.00	1256.00	2.00	392.04
16	0	45	11	14.00	33.00	3914.00	2.00	498.96
16	0	45	11	10.00	33.00	2786.00	2.00	297.00
16	0	45	11	18.00	33.00	664.00	2.00	635.58
16	0	45	11	17.00	33.00	2405.00	2.00	504.90
16	0	45	11	13.00	33.00	3020.00	2.00	398.97
17	0	45	11	15.00	33.00	2542.00	2.00	495.00
17	0	45	11	10.00	33.00	2999.00	2.00	346.50
17	0	45	11	8.00	33.00	1427.00	2.00	245.52
17	0	45	11	8.00	33.00	203.00	2.00	258.72
17	0	45	11	12.00	33.00	1184.00	2.00	364.32
17	0	45	11	14.00	33.00	1380.00	2.00	498.96
17	0	45	11	10.00	33.00	3259.00	2.00	303.60
17	0	45	11	18.00	33.00	885.00	2.00	599.94
17	0	45	11	17.00	33.00	1912.00	2.00	561.00
17	0	45	11	13.00	33.00	1004.00	2.00	467.61
18	0	45	11	15.00	49.00	3052.00	3.00	735.00
18	0	45	11	10.00	49.00	665.00	3.00	485.10
18	0	45	11	8.00	49.00	1463.00	3.00	360.64
18	0	45	11	8.00	49.00	3623.00	3.00	352.80
18	0	45	11	12.00	49.00	3846.00	3.00	535.08
18	0	45	11	14.00	49.00	3142.00	3.00	747.74
18	0	45	11	10.00	49.00	2183.00	3.00	499.80
18	0	45	11	18.00	49.00	2914.00	3.00	846.72
18	0	45	11	17.00	49.00	2192.00	3.00	799.68
18	0	45	11	13.00	49.00	3348.00	3.00	624.26
19	0	45	11	15.00	1.00	3301.00	0.00	15.75
19	0	45	11	10.00	1.00	651.00	0.00	9.20
19	0	45	11	8.00	1.00	2360.00	0.00	7.76
19	0	45	11	8.00	1.00	755.00	0.00	8.48
19	0	45	11	12.00	1.00	2567.00	0.00	11.04
19	0	45	11	14.00	1.00	2157.00	0.00	14.42
19	0	45	11	10.00	1.00	3659.00	0.00	10.20
19	0	45	11	18.00	1.00	3031.00	0.00	16.92
19	0	45	11	17.00	1.00	2536.00	0.00	15.81
19	0	45	11	13.00	1.00	3314.00	0.00	13.26
20	0	45	11	15.00	1.00	2095.00	0.00	14.40
20	0	45	11	10.00	1.00	700.00	0.00	10.90
20	0	45	11	8.00	1.00	534.00	0.00	7.68
20	0	45	11	8.00	1.00	2372.00	0.00	8.32
20	0	45	11	12.00	1.00	3378.00	0.00	11.88
20	0	45	11	14.00	1.00	3850.00	0.00	14.98
20	0	45	11	10.00	1.00	628.00	0.00	9.10
20	0	45	11	18.00	1.00	2814.00	0.00	17.82
20	0	45	11	17.00	1.00	1251.00	0.00	17.34
20	0	45	11	13.00	1.00	2078.00	0.00	13.65
21	0	45	11	15.00	1.00	3443.00	0.00	15.00
21	0	45	11	10.00	1.00	1818.00	0.00	10.50
21	0	45	11	8.00	1.00	1731.00	0.00	7.68
21	0	45	11	8.00	1.00	2758.00	0.00	7.44
21	0	45	11	12.00	1.00	2353.00	0.00	11.52
21	0	45	11	14.00	1.00	2832.00	0.00	14.14
21	0	45	11	10.00	1.00	2292.00	0.00	10.80
21	0	45	11	18.00	1.00	1079.00	0.00	18.00
21	0	45	11	17.00	1.00	3825.00	0.00	18.19
21	0	45	11	13.00	1.00	1055.00	0.00	13.78
22	0	45	11	15.00	1.00	996.00	0.00	15.90
22	0	45	11	10.00	1.00	1120.00	0.00	10.40
22	0	45	11	8.00	1.00	2771.00	0.00	8.40
22	0	45	11	8.00	1.00	1810.00	0.00	7.92
22	0	45	11	12.00	1.00	2095.00	0.00	11.88
22	0	45	11	14.00	1.00	3397.00	0.00	12.88
22	0	45	11	10.00	1.00	492.00	0.00	10.70
22	0	45	11	18.00	1.00	1790.00	0.00	17.28
22	0	45	11	17.00	1.00	2003.00	0.00	17.68
22	0	45	11	13.00	1.00	3569.00	0.00	13.91
23	0	45	11	15.00	1.00	208.00	0.00	16.35
23	0	45	11	10.00	1.00	3526.00	0.00	9.50
23	0	45	11	8.00	1.00	688.00	0.00	7.60
23	0	45	11	8.00	1.00	2017.00	0.00	7.28
23	0	45	11	12.00	1.00	760.00	0.00	12.24
23	0	45	11	14.00	1.00	2706.00	0.00	14.84
23	0	45	11	10.00	1.00	2030.00	0.00	9.90
23	0	45	11	18.00	1.00	1108.00	0.00	18.54
23	0	45	11	17.00	1.00	2014.00	0.00	15.64
23	0	45	11	13.00	1.00	2458.00	0.00	13.39
0	1	46	11	15.00	1.00	2902.00	0.00	16.35
0	1	46	11	10.00	1.00	3183.00	0.00	9.40
0	1	46	11	8.00	1.00	2872.00	0.00	7.92
0	1	46	11	8.00	1.00	3139.00	0.00	8.48
0	1	46	11	12.00	1.00	334.00	0.00	11.40
0	1	46	11	14.00	1.00	1485.00	0.00	14.00
0	1	46	11	10.00	1.00	3780.00	0.00	9.10
0	1	46	11	18.00	1.00	3195.00	0.00	17.28
0	1	46	11	17.00	1.00	3350.00	0.00	18.53
0	1	46	11	13.00	1.00	2368.00	0.00	11.70
1	1	46	11	15.00	1.00	3834.00	0.00	15.30
1	1	46	11	10.00	1.00	1073.00	0.00	10.60
1	1	46	11	8.00	1.00	1799.00	0.00	8.24
1	1	46	11	8.00	1.00	1430.00	0.00	7.76
1	1	46	11	12.00	1.00	116.00	0.00	11.88
1	1	46	11	14.00	1.00	955.00	0.00	13.44
1	1	46	11	10.00	1.00	1016.00	0.00	10.60
1	1	46	11	18.00	1.00	922.00	0.00	19.44
1	1	46	11	17.00	1.00	1914.00	0.00	18.02
1	1	46	11	13.00	1.00	2240.00	0.00	12.74
2	1	46	11	15.00	1.00	1088.00	0.00	14.40
2	1	46	11	10.00	1.00	2178.00	0.00	9.40
2	1	46	11	8.00	1.00	1849.00	0.00	8.24
2	1	46	11	8.00	1.00	2121.00	0.00	8.08
2	1	46	11	12.00	1.00	3483.00	0.00	11.16
2	1	46	11	14.00	1.00	1222.00	0.00	13.44
2	1	46	11	10.00	1.00	404.00	0.00	10.00
2	1	46	11	18.00	1.00	49.00	0.00	19.62
2	1	46	11	17.00	1.00	3860.00	0.00	18.19
2	1	46	11	13.00	1.00	58.00	0.00	11.96
3	1	46	11	15.00	1.00	1952.00	0.00	14.40
3	1	46	11	10.00	1.00	967.00	0.00	9.60
3	1	46	11	8.00	1.00	1163.00	0.00	8.40
3	1	46	11	8.00	1.00	3344.00	0.00	8.08
3	1	46	11	12.00	1.00	317.00	0.00	10.80
3	1	46	11	14.00	1.00	1989.00	0.00	15.26
3	1	46	11	10.00	1.00	1772.00	0.00	9.80
3	1	46	11	18.00	1.00	1464.00	0.00	17.10
3	1	46	11	17.00	1.00	1128.00	0.00	17.68
3	1	46	11	13.00	1.00	921.00	0.00	13.26
4	1	46	11	15.00	1.00	3379.00	0.00	16.05
4	1	46	11	10.00	1.00	2329.00	0.00	9.30
4	1	46	11	8.00	1.00	6.00	0.00	8.32
4	1	46	11	8.00	1.00	2837.00	0.00	8.32
4	1	46	11	12.00	1.00	3646.00	0.00	11.40
4	1	46	11	14.00	1.00	3412.00	0.00	13.44
4	1	46	11	10.00	1.00	1624.00	0.00	9.70
4	1	46	11	18.00	1.00	3358.00	0.00	16.92
4	1	46	11	17.00	1.00	3976.00	0.00	18.36
4	1	46	11	13.00	1.00	1488.00	0.00	13.65
5	1	46	11	15.00	1.00	3006.00	0.00	16.05
5	1	46	11	10.00	1.00	487.00	0.00	10.00
5	1	46	11	8.00	1.00	3219.00	0.00	8.56
5	1	46	11	8.00	1.00	239.00	0.00	8.56
5	1	46	11	12.00	1.00	2451.00	0.00	12.72
5	1	46	11	14.00	1.00	2476.00	0.00	13.30
5	1	46	11	10.00	1.00	3501.00	0.00	9.70
5	1	46	11	18.00	1.00	1996.00	0.00	16.74
5	1	46	11	17.00	1.00	3002.00	0.00	16.32
5	1	46	11	13.00	1.00	3110.00	0.00	13.00
6	1	46	11	15.00	1.00	3411.00	0.00	15.15
6	1	46	11	10.00	1.00	448.00	0.00	10.10
6	1	46	11	8.00	1.00	513.00	0.00	8.32
6	1	46	11	8.00	1.00	57.00	0.00	7.36
6	1	46	11	12.00	1.00	1703.00	0.00	11.28
6	1	46	11	14.00	1.00	2918.00	0.00	13.72
6	1	46	11	10.00	1.00	943.00	0.00	10.00
6	1	46	11	18.00	1.00	446.00	0.00	17.28
6	1	46	11	17.00	1.00	153.00	0.00	16.32
6	1	46	11	13.00	1.00	3686.00	0.00	13.39
7	1	46	11	15.00	17.00	2714.00	1.00	234.60
7	1	46	11	10.00	17.00	2654.00	1.00	181.90
7	1	46	11	8.00	17.00	2845.00	1.00	138.72
7	1	46	11	8.00	17.00	1994.00	1.00	134.64
7	1	46	11	12.00	17.00	2872.00	1.00	193.80
7	1	46	11	14.00	17.00	759.00	1.00	238.00
7	1	46	11	10.00	17.00	3956.00	1.00	168.30
7	1	46	11	18.00	17.00	193.00	1.00	324.36
7	1	46	11	17.00	17.00	1588.00	1.00	268.77
7	1	46	11	13.00	17.00	3053.00	1.00	214.37
8	1	46	11	15.00	33.00	3492.00	2.00	509.85
8	1	46	11	10.00	33.00	1643.00	2.00	349.80
8	1	46	11	8.00	33.00	2236.00	2.00	245.52
8	1	46	11	8.00	33.00	499.00	2.00	242.88
8	1	46	11	12.00	33.00	168.00	2.00	396.00
8	1	46	11	14.00	33.00	1174.00	2.00	429.66
8	1	46	11	10.00	33.00	2374.00	2.00	300.30
8	1	46	11	18.00	33.00	3499.00	2.00	611.82
8	1	46	11	17.00	33.00	3589.00	2.00	611.49
8	1	46	11	13.00	33.00	155.00	2.00	424.71
9	1	46	11	15.00	49.00	2503.00	3.00	749.70
9	1	46	11	10.00	49.00	2036.00	3.00	514.50
9	1	46	11	8.00	49.00	954.00	3.00	423.36
9	1	46	11	8.00	49.00	2104.00	3.00	368.48
9	1	46	11	12.00	49.00	1132.00	3.00	576.24
9	1	46	11	14.00	49.00	3763.00	3.00	740.88
9	1	46	11	10.00	49.00	3713.00	3.00	504.70
9	1	46	11	18.00	49.00	967.00	3.00	829.08
9	1	46	11	17.00	49.00	1856.00	3.00	882.98
9	1	46	11	13.00	49.00	265.00	3.00	630.63
10	1	46	11	15.00	81.00	1484.00	5.00	1239.30
10	1	46	11	10.00	81.00	855.00	5.00	882.90
10	1	46	11	8.00	81.00	872.00	5.00	654.48
10	1	46	11	8.00	81.00	3546.00	5.00	596.16
10	1	46	11	12.00	81.00	3774.00	5.00	933.12
10	1	46	11	14.00	81.00	1178.00	5.00	1031.94
10	1	46	11	10.00	81.00	1341.00	5.00	874.80
10	1	46	11	18.00	81.00	228.00	5.00	1341.36
10	1	46	11	17.00	81.00	1299.00	5.00	1266.84
10	1	46	11	13.00	81.00	3793.00	5.00	1042.47
11	1	46	11	15.00	129.00	2316.00	8.00	1857.60
11	1	46	11	10.00	129.00	1057.00	8.00	1341.60
11	1	46	11	8.00	129.00	885.00	8.00	949.44
11	1	46	11	8.00	129.00	526.00	8.00	1052.64
11	1	46	11	12.00	129.00	1691.00	8.00	1501.56
11	1	46	11	14.00	129.00	2064.00	8.00	1625.40
11	1	46	11	10.00	129.00	1691.00	8.00	1264.20
11	1	46	11	18.00	129.00	1055.00	8.00	2275.56
11	1	46	11	17.00	129.00	2188.00	8.00	2258.79
11	1	46	11	13.00	129.00	2794.00	8.00	1827.93
12	1	46	11	15.00	193.00	1456.00	12.00	2663.40
12	1	46	11	10.00	193.00	1894.00	12.00	1794.90
12	1	46	11	8.00	193.00	2505.00	12.00	1451.36
12	1	46	11	8.00	193.00	1324.00	12.00	1389.60
12	1	46	11	12.00	193.00	742.00	12.00	2431.80
12	1	46	11	14.00	193.00	2088.00	12.00	2485.84
12	1	46	11	10.00	193.00	2117.00	12.00	2103.70
12	1	46	11	18.00	193.00	118.00	12.00	3647.70
12	1	46	11	17.00	193.00	2757.00	12.00	3379.43
12	1	46	11	13.00	193.00	1347.00	12.00	2283.19
13	1	46	11	15.00	129.00	3997.00	8.00	1954.35
13	1	46	11	10.00	129.00	3615.00	8.00	1290.00
13	1	46	11	8.00	129.00	2214.00	8.00	1114.56
13	1	46	11	8.00	129.00	1950.00	8.00	1104.24
13	1	46	11	12.00	129.00	3468.00	8.00	1671.84
13	1	46	11	14.00	129.00	2271.00	8.00	1751.82
13	1	46	11	10.00	129.00	3187.00	8.00	1251.30
13	1	46	11	18.00	129.00	3782.00	8.00	2461.32
13	1	46	11	17.00	129.00	940.00	8.00	2127.21
13	1	46	11	13.00	129.00	1983.00	8.00	1509.30
14	1	46	11	15.00	81.00	1192.00	5.00	1129.95
14	1	46	11	10.00	81.00	676.00	5.00	777.60
14	1	46	11	8.00	81.00	2033.00	5.00	615.60
14	1	46	11	8.00	81.00	3565.00	5.00	648.00
14	1	46	11	12.00	81.00	1611.00	5.00	1001.16
14	1	46	11	14.00	81.00	3936.00	5.00	1145.34
14	1	46	11	10.00	81.00	2465.00	5.00	801.90
14	1	46	11	18.00	81.00	438.00	5.00	1341.36
14	1	46	11	17.00	81.00	1186.00	5.00	1459.62
14	1	46	11	13.00	81.00	2645.00	5.00	1063.53
15	1	46	11	15.00	49.00	2181.00	3.00	771.75
15	1	46	11	10.00	49.00	3727.00	3.00	480.20
15	1	46	11	8.00	49.00	2242.00	3.00	415.52
15	1	46	11	8.00	49.00	692.00	3.00	360.64
15	1	46	11	12.00	49.00	3244.00	3.00	605.64
15	1	46	11	14.00	49.00	1717.00	3.00	699.72
15	1	46	11	10.00	49.00	2387.00	3.00	499.80
15	1	46	11	18.00	49.00	1171.00	3.00	811.44
15	1	46	11	17.00	49.00	1466.00	3.00	857.99
15	1	46	11	13.00	49.00	1629.00	3.00	649.74
16	1	46	11	15.00	33.00	3930.00	2.00	445.50
16	1	46	11	10.00	33.00	2009.00	2.00	349.80
16	1	46	11	8.00	33.00	1597.00	2.00	250.80
16	1	46	11	8.00	33.00	3026.00	2.00	242.88
16	1	46	11	12.00	33.00	2929.00	2.00	407.88
16	1	46	11	14.00	33.00	337.00	2.00	425.04
16	1	46	11	10.00	33.00	1558.00	2.00	339.90
16	1	46	11	18.00	33.00	2576.00	2.00	617.76
16	1	46	11	17.00	33.00	1603.00	2.00	600.27
16	1	46	11	13.00	33.00	2941.00	2.00	416.13
17	1	46	11	15.00	33.00	1501.00	2.00	480.15
17	1	46	11	10.00	33.00	3419.00	2.00	310.20
17	1	46	11	8.00	33.00	688.00	2.00	277.20
17	1	46	11	8.00	33.00	3434.00	2.00	253.44
17	1	46	11	12.00	33.00	3267.00	2.00	392.04
17	1	46	11	14.00	33.00	1856.00	2.00	452.76
17	1	46	11	10.00	33.00	612.00	2.00	339.90
17	1	46	11	18.00	33.00	3079.00	2.00	611.82
17	1	46	11	17.00	33.00	3699.00	2.00	583.44
17	1	46	11	13.00	33.00	1615.00	2.00	441.87
18	1	46	11	15.00	49.00	1575.00	3.00	720.30
18	1	46	11	10.00	49.00	3824.00	3.00	485.10
18	1	46	11	8.00	49.00	2266.00	3.00	403.76
18	1	46	11	8.00	49.00	1005.00	3.00	411.60
18	1	46	11	12.00	49.00	2017.00	3.00	629.16
18	1	46	11	14.00	49.00	1072.00	3.00	672.28
18	1	46	11	10.00	49.00	3496.00	3.00	534.10
18	1	46	11	18.00	49.00	2527.00	3.00	793.80
18	1	46	11	17.00	49.00	3866.00	3.00	874.65
18	1	46	11	13.00	49.00	387.00	3.00	662.48
19	1	46	11	15.00	1.00	1020.00	0.00	13.65
19	1	46	11	10.00	1.00	3485.00	0.00	9.50
19	1	46	11	8.00	1.00	2612.00	0.00	7.60
19	1	46	11	8.00	1.00	2096.00	0.00	7.76
19	1	46	11	12.00	1.00	3893.00	0.00	12.48
19	1	46	11	14.00	1.00	3785.00	0.00	15.12
19	1	46	11	10.00	1.00	3853.00	0.00	10.40
19	1	46	11	18.00	1.00	3860.00	0.00	17.10
19	1	46	11	17.00	1.00	990.00	0.00	18.19
19	1	46	11	13.00	1.00	751.00	0.00	12.09
20	1	46	11	15.00	1.00	382.00	0.00	14.70
20	1	46	11	10.00	1.00	3858.00	0.00	9.00
20	1	46	11	8.00	1.00	700.00	0.00	7.76
20	1	46	11	8.00	1.00	3252.00	0.00	7.92
20	1	46	11	12.00	1.00	97.00	0.00	11.04
20	1	46	11	14.00	1.00	3029.00	0.00	15.26
20	1	46	11	10.00	1.00	2277.00	0.00	9.30
20	1	46	11	18.00	1.00	777.00	0.00	17.28
20	1	46	11	17.00	1.00	2452.00	0.00	15.64
20	1	46	11	13.00	1.00	173.00	0.00	13.39
21	1	46	11	15.00	1.00	922.00	0.00	13.95
21	1	46	11	10.00	1.00	3521.00	0.00	10.00
21	1	46	11	8.00	1.00	1901.00	0.00	8.08
21	1	46	11	8.00	1.00	150.00	0.00	8.00
21	1	46	11	12.00	1.00	337.00	0.00	12.12
21	1	46	11	14.00	1.00	2134.00	0.00	14.56
21	1	46	11	10.00	1.00	2249.00	0.00	10.60
21	1	46	11	18.00	1.00	3837.00	0.00	18.54
21	1	46	11	17.00	1.00	1296.00	0.00	15.98
21	1	46	11	13.00	1.00	471.00	0.00	12.87
22	1	46	11	15.00	1.00	2335.00	0.00	13.95
22	1	46	11	10.00	1.00	2845.00	0.00	9.80
22	1	46	11	8.00	1.00	656.00	0.00	8.72
22	1	46	11	8.00	1.00	670.00	0.00	8.40
22	1	46	11	12.00	1.00	380.00	0.00	12.24
22	1	46	11	14.00	1.00	1115.00	0.00	14.98
22	1	46	11	10.00	1.00	475.00	0.00	10.10
22	1	46	11	18.00	1.00	757.00	0.00	16.20
22	1	46	11	17.00	1.00	502.00	0.00	17.17
22	1	46	11	13.00	1.00	3683.00	0.00	12.61
23	1	46	11	15.00	1.00	1713.00	0.00	15.30
23	1	46	11	10.00	1.00	86.00	0.00	9.40
23	1	46	11	8.00	1.00	1830.00	0.00	7.60
23	1	46	11	8.00	1.00	2458.00	0.00	8.72
23	1	46	11	12.00	1.00	1562.00	0.00	12.84
23	1	46	11	14.00	1.00	3129.00	0.00	15.12
23	1	46	11	10.00	1.00	2196.00	0.00	9.20
23	1	46	11	18.00	1.00	2346.00	0.00	19.26
23	1	46	11	17.00	1.00	3222.00	0.00	18.02
23	1	46	11	13.00	1.00	1685.00	0.00	13.91
0	2	46	11	15.00	1.00	1463.00	0.00	15.60
0	2	46	11	10.00	1.00	1972.00	0.00	9.80
0	2	46	11	8.00	1.00	1854.00	0.00	7.52
0	2	46	11	8.00	1.00	2756.00	0.00	8.72
0	2	46	11	12.00	1.00	1960.00	0.00	12.00
0	2	46	11	14.00	1.00	503.00	0.00	13.58
0	2	46	11	10.00	1.00	2222.00	0.00	10.80
0	2	46	11	18.00	1.00	3045.00	0.00	17.82
0	2	46	11	17.00	1.00	1600.00	0.00	16.49
0	2	46	11	13.00	1.00	2108.00	0.00	12.74
1	2	46	11	15.00	1.00	629.00	0.00	14.10
1	2	46	11	10.00	1.00	900.00	0.00	9.50
1	2	46	11	8.00	1.00	315.00	0.00	7.44
1	2	46	11	8.00	1.00	136.00	0.00	7.36
1	2	46	11	12.00	1.00	1727.00	0.00	11.40
1	2	46	11	14.00	1.00	3091.00	0.00	13.58
1	2	46	11	10.00	1.00	3841.00	0.00	9.40
1	2	46	11	18.00	1.00	1112.00	0.00	16.92
1	2	46	11	17.00	1.00	2937.00	0.00	15.30
1	2	46	11	13.00	1.00	3278.00	0.00	13.65
2	2	46	11	15.00	1.00	1051.00	0.00	15.00
2	2	46	11	10.00	1.00	1609.00	0.00	9.10
2	2	46	11	8.00	1.00	3277.00	0.00	7.20
2	2	46	11	8.00	1.00	2329.00	0.00	8.48
2	2	46	11	12.00	1.00	374.00	0.00	10.92
2	2	46	11	14.00	1.00	1645.00	0.00	13.16
2	2	46	11	10.00	1.00	1485.00	0.00	9.70
2	2	46	11	18.00	1.00	2194.00	0.00	16.92
2	2	46	11	17.00	1.00	796.00	0.00	15.47
2	2	46	11	13.00	1.00	587.00	0.00	12.48
3	2	46	11	15.00	1.00	3674.00	0.00	14.40
3	2	46	11	10.00	1.00	457.00	0.00	9.80
3	2	46	11	8.00	1.00	2436.00	0.00	7.36
3	2	46	11	8.00	1.00	3927.00	0.00	8.56
3	2	46	11	12.00	1.00	792.00	0.00	11.52
3	2	46	11	14.00	1.00	2493.00	0.00	14.70
3	2	46	11	10.00	1.00	2439.00	0.00	10.20
3	2	46	11	18.00	1.00	3802.00	0.00	16.20
3	2	46	11	17.00	1.00	3495.00	0.00	15.47
3	2	46	11	13.00	1.00	1326.00	0.00	12.22
4	2	46	11	15.00	1.00	2239.00	0.00	14.10
4	2	46	11	10.00	1.00	691.00	0.00	10.90
4	2	46	11	8.00	1.00	3871.00	0.00	7.52
4	2	46	11	8.00	1.00	3429.00	0.00	7.76
4	2	46	11	12.00	1.00	2673.00	0.00	12.60
4	2	46	11	14.00	1.00	3229.00	0.00	13.02
4	2	46	11	10.00	1.00	2605.00	0.00	9.70
4	2	46	11	18.00	1.00	2349.00	0.00	17.82
4	2	46	11	17.00	1.00	3825.00	0.00	18.02
4	2	46	11	13.00	1.00	1601.00	0.00	12.35
5	2	46	11	15.00	1.00	3431.00	0.00	16.20
5	2	46	11	10.00	1.00	3509.00	0.00	9.40
5	2	46	11	8.00	1.00	2427.00	0.00	7.68
5	2	46	11	8.00	1.00	3069.00	0.00	8.48
5	2	46	11	12.00	1.00	1033.00	0.00	11.52
5	2	46	11	14.00	1.00	868.00	0.00	13.86
5	2	46	11	10.00	1.00	51.00	0.00	10.90
5	2	46	11	18.00	1.00	3052.00	0.00	19.44
5	2	46	11	17.00	1.00	1013.00	0.00	18.53
5	2	46	11	13.00	1.00	576.00	0.00	14.04
